what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716303904873
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716303914535
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1716303915516
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1716303915951
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1716303916452
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716303917343
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716304011118
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1716304017790
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1716304020367
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1716304020633
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1716304028640
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716304031259
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716304075898
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1716304078996
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Resume",1716304079060
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716304086108
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716304131694
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1716304144290
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1716304144577
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1716304152530
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1716304153934
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Resume",1716304154003
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716304158050
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716304199185
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716304202134
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716304291728
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716304293409
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716304497838
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1716304500896
